CUSTOMERID,RECENCY,FREQUENCY,MONETARY,R_SCORE,F_SCORE,M_SCORE,SEGMENT
17917,46,3,306.07,3,3,2,Loyal Customers
17928,46,2,176.89,3,2,1,Others
18045,46,1,126.19,3,2,1,Others
17024,46,3,95.85,3,3,1,Loyal Customers
18147,46,2,99.6,3,3,1,Loyal Customers
16258,46,5,4448.29,3,4,5,Loyal Customers
17706,45,20,10073.16,3,5,5,Loyal Customers
15516,45,3,61.65,3,4,1,Loyal Customers
14315,45,6,2395.13,3,5,5,Loyal Customers
13107,45,4,1123.96,3,4,4,Loyal Customers
16225,45,5,1033.67,3,4,4,Loyal Customers
15835,45,4,893.17,3,4,4,Loyal Customers
17109,45,6,726.87,3,5,3,Loyal Customers
12820,45,4,745.26,3,4,3,Loyal Customers
16325,45,5,622.94,3,4,3,Loyal Customers
15990,45,2,650.03,3,3,3,Loyal Customers
15568,45,3,657.4,3,3,3,Loyal Customers
16750,45,5,592.22,3,4,3,Loyal Customers
16208,45,2,597.46,3,3,3,Loyal Customers
16418,45,3,601.68,3,3,3,Loyal Customers
15821,45,2,548.3,3,3,3,Loyal Customers
17470,45,5,476.15,3,4,3,Loyal Customers
16345,45,1,494.54,3,2,3,Others
14754,45,2,509.23,3,3,3,Loyal Customers
17712,45,1,474.53,3,1,3,Others
12827,45,3,394.75,3,4,2,Loyal Customers
12448,45,1,412.25,3,1,2,Others
16071,45,1,303.2,3,1,2,Others
14379,45,2,271.11,3,3,2,Loyal Customers
12812,45,1,163,3,2,1,Others
14598,45,1,171.5,3,1,1,Others
15320,45,1,176.44,3,2,1,Others
16415,45,1,159.75,3,1,1,Others
16454,45,2,6.9,3,3,1,Loyal Customers
17895,45,1,59.6,3,1,1,Others
12456,45,3,2797.06,3,3,5,Loyal Customers
14004,44,7,4286.12,3,5,5,Loyal Customers
16026,44,1,119.4,3,1,1,Others
14842,44,4,2644.55,3,4,5,Loyal Customers
17672,44,3,2749.37,3,4,5,Loyal Customers
15288,44,5,2201.82,3,4,5,Loyal Customers
14239,44,11,2241.33,3,5,5,Loyal Customers
18219,44,10,1952.91,3,5,5,Loyal Customers
14441,44,4,1712.89,3,4,4,Loyal Customers
15791,44,2,1440.97,3,2,4,Others
12952,44,4,1261.35,3,4,4,Loyal Customers
13791,44,3,1265.7,3,3,4,Loyal Customers
15145,44,4,938.29,3,4,4,Loyal Customers
14971,44,3,944.47,3,3,4,Loyal Customers
16232,44,4,898.72,3,4,4,Loyal Customers
14623,44,5,834.72,3,4,4,Loyal Customers
15948,44,2,838.54,3,3,4,Loyal Customers
13587,44,2,762.3,3,3,3,Loyal Customers
15707,44,4,784.94,3,4,3,Loyal Customers
13416,44,2,712.5,3,3,3,Loyal Customers
17545,44,3,574.07,3,3,3,Loyal Customers
18035,44,3,539.19,3,4,3,Loyal Customers
17459,44,2,550.13,3,2,3,Others
14752,44,1,337.8,3,2,2,Others
18276,44,1,294.36,3,1,2,Others
18261,44,2,303.84,3,3,2,Loyal Customers
15659,44,1,275.85,3,2,2,Others
18154,44,2,276.79,3,3,2,Loyal Customers
17878,44,1,225.7,3,2,2,Others
15014,44,2,240.73,3,3,2,Loyal Customers
14764,44,2,245.05,3,3,2,Loyal Customers
17684,44,1,204.25,3,1,1,Others
12430,44,1,215,3,2,2,Others
14357,44,1,174.52,3,2,1,Others
14716,44,2,182.43,3,3,1,Loyal Customers
16847,44,1,183.24,3,2,1,Others
16680,44,1,183.7,3,1,1,Others
15622,44,10,3497.02,3,5,5,Loyal Customers
12678,43,13,15113.28,3,5,5,Loyal Customers
14218,43,1,136,3,2,1,Others
12432,43,5,4724.52,3,4,5,Loyal Customers
17669,43,7,3255.34,3,5,5,Loyal Customers
14221,43,9,2916.64,3,5,5,Loyal Customers
14440,43,5,2305.96,3,4,5,Loyal Customers
14498,43,5,1750.27,3,4,4,Loyal Customers
16987,43,7,1595.24,3,5,4,Loyal Customers
16102,43,3,1640.78,3,4,4,Loyal Customers
14232,43,5,1510.83,3,4,4,Loyal Customers
16554,43,4,751.33,3,4,3,Loyal Customers
15028,43,4,547.25,3,4,3,Loyal Customers
13812,43,3,450.84,3,4,3,Loyal Customers
14412,43,2,462.58,3,3,3,Loyal Customers
17418,43,2,412.08,3,3,2,Loyal Customers
12895,43,2,346.4,3,3,2,Loyal Customers
16851,43,3,301.41,3,3,2,Loyal Customers
17839,43,1,258.53,3,1,2,Others
15096,43,1,202.55,3,2,1,Others
16648,43,1,205.8,3,1,1,Others
18030,43,2,210.25,3,3,2,Loyal Customers
15290,43,19,6696.7,3,5,5,Loyal Customers
15769,41,28,56661.72,3,5,5,Loyal Customers
14582,41,1,85.05,3,2,1,Others
15708,41,7,3073.96,3,5,5,Loyal Customers
14572,41,7,2628.94,3,5,5,Loyal Customers
13870,41,8,2565.92,3,5,5,Loyal Customers
17213,41,7,2581.81,3,5,5,Loyal Customers
14546,41,6,2321.76,3,5,5,Loyal Customers
14810,41,11,2046.35,3,5,5,Loyal Customers
13421,41,2,1551.55,3,3,4,Loyal Customers
15478,41,2,1371.84,3,2,4,Others
15059,41,9,1274.87,4,5,4,Best Customers
17372,41,8,1191.98,4,5,4,Best Customers
15376,41,3,1114.68,4,4,4,Best Customers
16949,41,6,1025.19,4,5,4,Best Customers
17609,41,5,954.44,4,4,4,Best Customers
17018,41,2,889.5,4,3,4,Loyal Customers
16049,41,3,889.77,4,3,4,Loyal Customers
15860,41,8,899.81,4,5,4,Best Customers
12364,41,4,675.68,4,4,3,Loyal Customers
17796,41,4,677.85,4,4,3,Loyal Customers
13566,41,2,704.22,4,3,3,Loyal Customers
13607,41,1,618.56,4,1,3,Others
15669,41,4,636.78,4,4,3,Loyal Customers
14179,41,2,663.98,4,3,3,Loyal Customers
13524,41,5,610.94,4,4,3,Loyal Customers
17373,41,4,559.33,4,4,3,Loyal Customers
13822,41,2,487.3,4,2,3,Others
14077,41,5,442.62,4,4,3,Loyal Customers
17447,41,2,404.97,4,2,2,Others
13278,41,1,356.58,4,2,2,Others
18067,41,1,342.38,4,1,2,Others
15385,41,1,275.78,4,1,2,Others
16601,41,1,222.45,4,1,2,Others
17255,41,2,240.46,4,2,2,Others
14158,41,1,251,4,2,2,Others
14295,41,1,166.2,4,1,1,Others
16190,41,1,184.84,4,2,1,Others
15748,41,1,144.36,4,2,1,Others
14895,41,20,10362.93,4,5,5,Best Customers
18223,40,14,6181.7,4,5,5,Best Customers
15023,40,11,6216.15,4,5,5,Best Customers
18055,40,10,6414.62,4,5,5,Best Customers
17396,40,8,7330.8,4,5,5,Best Customers
13680,40,5,3485.24,4,4,5,Best Customers
12347,40,7,3764.48,4,5,5,Best Customers
12417,40,9,3271.92,4,5,5,Best Customers
14808,40,8,2143.1,4,5,5,Best Customers
15752,40,7,2161.66,4,5,5,Best Customers
18257,40,10,2249.97,4,5,5,Best Customers
12909,40,5,1914.63,4,4,5,Best Customers
13994,40,6,2125.5,4,5,5,Best Customers
14560,40,19,1792.37,4,5,5,Best Customers
16169,40,4,1589.57,4,4,4,Best Customers
13982,40,4,1591.21,4,4,4,Best Customers
13186,40,3,1532.45,4,3,4,Loyal Customers
15329,40,3,964.62,4,4,4,Best Customers
17951,40,3,910.74,4,3,4,Loyal Customers
16127,40,1,569.39,4,2,3,Others
13145,40,4,592.6,4,4,3,Loyal Customers
16969,40,3,415.85,4,3,2,Loyal Customers
15360,40,1,417.85,4,1,3,Others
12552,40,2,427.32,4,3,3,Loyal Customers
12571,40,2,326.65,4,2,2,Others
15667,40,1,254.52,4,2,2,Others
13544,40,2,259.32,4,3,2,Loyal Customers
13103,40,1,232.54,4,1,2,Others
16836,40,2,238.59,4,3,2,Loyal Customers
12588,40,1,204.7,4,1,1,Others
12581,40,1,140.45,4,1,1,Others
12522,40,2,155.54,4,3,1,Loyal Customers
13651,40,2,94.2,4,3,1,Loyal Customers
15749,39,4,48382.7,4,4,5,Best Customers
13144,39,1,110.95,4,1,1,Others
12643,39,6,3213.6,4,5,5,Best Customers
13126,39,9,1513.94,4,5,4,Best Customers
12393,39,4,1518.8,4,4,4,Best Customers
16791,39,7,1576.69,4,5,4,Best Customers
15518,39,8,1582.9,4,5,4,Best Customers
15569,39,5,1352.03,4,4,4,Best Customers
12724,39,4,960.41,4,4,4,Best Customers
13491,39,10,970.78,4,5,4,Best Customers
16235,39,5,838.15,4,4,4,Best Customers
12728,39,4,731.21,4,4,3,Loyal Customers
12601,39,5,551.62,4,4,3,Loyal Customers
14320,39,3,448.21,4,3,3,Loyal Customers
18095,39,2,406.65,4,3,2,Loyal Customers
17742,39,2,355.11,4,2,2,Others
16034,39,3,360.7,4,3,2,Loyal Customers
17569,39,1,330.7,4,1,2,Others
13473,39,2,349.2,4,3,2,Loyal Customers
16122,39,3,307.5,4,3,2,Loyal Customers
15346,39,1,227.1,4,1,2,Others
15107,39,5,209.7,4,4,2,Loyal Customers
12736,39,1,183.6,4,1,1,Others
16351,39,1,133.5,4,1,1,Others
14135,39,15,3675.17,4,5,5,Best Customers
15114,38,10,1592.44,4,5,4,Best Customers
17705,38,9,1641,4,5,4,Best Customers
13875,38,5,1401.75,4,4,4,Best Customers
15133,38,3,919.62,4,4,4,Best Customers
13819,38,3,747.05,4,3,3,Loyal Customers
15638,38,1,10,4,1,1,Others
16306,38,7,520.65,4,5,3,Loyal Customers
15550,38,4,523.92,4,4,3,Loyal Customers
14304,38,2,393.45,4,3,2,Loyal Customers
13672,38,5,196.53,4,4,1,Loyal Customers
12897,38,2,216.5,4,2,2,Others
18159,38,1,530.15,4,1,3,Others
12939,37,8,11236.2,4,5,5,Best Customers
13226,37,1,90.4,4,1,1,Others
16801,37,5,1547.13,4,4,4,Best Customers
16817,37,9,1354.73,4,5,4,Best Customers
14312,37,6,1397.87,4,5,4,Best Customers
16766,37,2,1084.4,4,2,4,Others
17800,37,9,1063.45,4,5,4,Best Customers
14352,37,4,983.56,4,4,4,Best Customers
17076,37,3,830.88,4,3,4,Loyal Customers
13509,37,7,679.3,4,5,3,Loyal Customers
14913,37,4,657.75,4,4,3,Loyal Customers
17351,37,3,570.45,4,3,3,Loyal Customers
17994,37,4,582.83,4,4,3,Loyal Customers
18149,37,3,592.13,4,4,3,Loyal Customers
13043,37,1,447.3,4,1,3,Others
14114,37,2,378.03,4,3,2,Loyal Customers
17194,37,2,255.85,4,2,2,Others
13133,37,2,109.8,4,3,1,Loyal Customers
15049,37,1,119.47,4,1,1,Others
12520,37,5,2287.12,4,4,5,Best Customers
17611,36,15,3280.41,4,5,5,Best Customers
17574,36,1,185.65,4,1,1,Others
18008,36,6,1951.7,4,5,5,Best Customers
17827,36,5,1634.54,4,4,4,Best Customers
13634,36,5,1415.17,4,4,4,Best Customers
16188,36,4,802.58,4,4,3,Loyal Customers
14628,36,2,619.88,4,2,3,Others
12701,36,2,579.13,4,3,3,Loyal Customers
14273,36,4,545.75,4,4,3,Loyal Customers
12363,36,2,453,4,2,3,Others
14616,36,2,396,4,3,2,Loyal Customers
15780,36,3,425.48,4,4,3,Loyal Customers
12596,36,2,388.65,4,2,2,Others
16552,36,2,326.09,4,2,2,Others
12982,36,1,328.14,4,2,2,Others
14339,36,1,299.56,4,2,2,Others
14311,36,1,265.62,4,1,2,Others
14326,36,1,183.85,4,1,1,Others
13654,36,6,2138.61,4,5,5,Best Customers
15296,35,6,3442.77,4,5,5,Best Customers
15729,35,1,85,4,2,1,Others
18144,35,12,2888.75,4,5,5,Best Customers
16143,35,6,2351.64,4,4,5,Best Customers
13136,35,5,2382.71,4,4,5,Best Customers
17634,35,9,2217.85,4,5,5,Best Customers
14691,35,5,2018.45,4,4,5,Best Customers
14573,35,9,1543.44,4,5,4,Best Customers
15815,35,5,1575,4,4,4,Best Customers
12372,35,3,1153.8,4,3,4,Loyal Customers
14649,35,4,1163.14,4,4,4,Best Customers
17770,35,5,1036.6,4,4,4,Best Customers
13235,35,1,961.47,4,1,4,Others
16229,35,2,1000.64,4,3,4,Loyal Customers
14920,35,2,870.87,4,3,4,Loyal Customers
15079,35,4,803.45,4,4,3,Loyal Customers
13662,35,3,738.4,4,3,3,Loyal Customers
16644,35,2,521.86,4,2,3,Others
12649,35,3,525.09,4,3,3,Loyal Customers
14149,35,2,386.92,4,3,2,Loyal Customers
14731,35,3,311.45,4,3,2,Loyal Customers
15732,35,2,254.1,4,3,2,Loyal Customers
13052,35,1,270.85,4,1,2,Others
13404,35,2,242.53,4,3,2,Loyal Customers
17889,35,2,190.1,4,2,1,Others
15521,35,11,2621.18,4,5,5,Best Customers
15856,33,27,13887.34,4,5,5,Best Customers
17966,33,2,109.54,4,3,1,Loyal Customers
17589,33,4,2132.83,4,4,5,Best Customers
17164,33,7,2192.67,4,5,5,Best Customers
13224,33,2,1794.6,4,3,5,Loyal Customers
13394,33,9,1832.03,4,5,5,Best Customers
15812,33,5,1565.74,4,4,4,Best Customers
15265,33,2,1442.76,4,2,4,Others
16174,33,3,1009.55,4,3,4,Loyal Customers
12717,33,2,932.7,4,3,4,Loyal Customers
16572,33,3,907.84,4,3,4,Loyal Customers
15045,33,2,722.7,4,2,3,Others
12599,33,7,575.18,4,5,3,Loyal Customers
12556,33,2,510.11,4,3,3,Loyal Customers
13675,33,2,424.86,4,2,3,Others
14690,33,2,335.38,4,3,2,Loyal Customers
15577,33,3,253.9,4,4,2,Loyal Customers
13754,33,2,202.2,4,3,1,Loyal Customers
13003,33,3,140.55,4,4,1,Loyal Customers
14552,33,1,140.97,4,2,1,Others
17444,33,3,2442.16,4,4,5,Best Customers
17857,32,16,23635.88,4,5,5,Best Customers
13307,32,1,15,4,1,1,Others
17686,32,6,5452.28,4,5,5,Best Customers
15581,32,13,3635.76,4,5,5,Best Customers
14291,32,11,3090.79,4,5,5,Best Customers
14639,32,6,2728.41,4,5,5,Best Customers
16928,32,18,2780.78,4,5,5,Best Customers
17644,32,12,2507.37,4,5,5,Best Customers
18077,32,11,2085.79,4,5,5,Best Customers
14462,32,12,1801.13,4,5,5,Best Customers
18093,32,3,1845.92,4,4,5,Best Customers
13538,32,7,1280.85,4,5,4,Best Customers
17629,32,6,1298.64,4,5,4,Best Customers
16283,32,6,1206.66,4,5,4,Best Customers
17633,32,4,1215.4,4,4,4,Best Customers
18235,32,3,1219.66,4,4,4,Best Customers
17284,32,6,1259.35,4,4,4,Best Customers
12994,32,3,898.04,4,3,4,Loyal Customers
14346,32,2,823.4,4,3,4,Loyal Customers
17653,32,4,679.8,4,4,3,Loyal Customers
15469,32,2,505.19,4,3,3,Loyal Customers
13645,32,1,252.1,4,1,2,Others
17248,32,1,232.41,4,1,2,Others
18226,32,11,4723.59,4,5,5,Best Customers
13324,31,10,5865.31,4,5,5,Best Customers
18255,31,1,92.9,4,2,1,Others
15547,31,14,3618.98,4,5,5,Best Customers
13381,31,6,3125.11,4,5,5,Best Customers
13124,31,3,3326.73,4,4,5,Best Customers
17317,31,5,2613.06,4,4,5,Best Customers
14665,31,6,1779.82,4,5,4,Best Customers
13527,31,7,1805.4,4,5,5,Best Customers
14250,31,3,1683.67,4,4,4,Best Customers
12635,31,2,1410.14,4,2,4,Others
14837,31,4,1251.74,4,4,4,Best Customers
13813,31,4,1259.28,4,4,4,Best Customers
15605,31,5,1126.95,4,4,4,Best Customers
13611,31,3,898.49,4,3,4,Loyal Customers
15587,31,4,913.68,4,4,4,Best Customers
12680,31,4,804.85,4,4,3,Loyal Customers
12965,31,1,728.18,4,2,3,Others
13884,31,5,783.35,4,4,3,Loyal Customers
15636,31,2,704.36,4,2,3,Others
14720,31,3,627.93,4,3,3,Loyal Customers
14212,31,1,527.6,4,2,3,Others
16384,31,2,550.5,4,3,3,Loyal Customers
13372,31,1,354.52,4,2,2,Others
18215,31,1,299.34,4,1,2,Others
16796,31,1,272.18,4,1,2,Others
13272,31,2,242,4,3,2,Loyal Customers
15035,31,1,212.46,4,1,2,Others
13993,31,9,3448.36,4,5,5,Best Customers
16029,30,66,77800.5,4,5,5,Best Customers
16171,30,1,73.2,4,2,1,Others
12362,30,10,4946.53,4,5,5,Best Customers
16837,30,11,2789.08,4,5,5,Best Customers
14841,30,6,2860.96,4,5,5,Best Customers
14175,30,3,2900.84,4,4,5,Best Customers
12836,30,4,2398.3,4,4,5,Best Customers
17863,30,6,2426.6,4,4,5,Best Customers
15370,30,7,2244.31,4,5,5,Best Customers
13517,30,3,1796.1,4,3,5,Loyal Customers
12371,30,2,1817.04,4,3,5,Loyal Customers
17837,30,8,1488.8,4,5,4,Best Customers
12530,30,4,1443.18,4,4,4,Best Customers
15199,30,4,1268.7,4,4,4,Best Customers
13627,30,5,1307.63,4,4,4,Best Customers
16120,30,4,1212.93,4,4,4,Best Customers
16086,30,5,1116.35,4,4,4,Best Customers
14857,30,2,1145,4,2,4,Others
15706,30,5,1044.06,4,4,4,Best Customers
14141,30,5,907.43,4,4,4,Best Customers
13109,30,2,676.74,4,3,3,Loyal Customers
12772,30,1,680.03,4,1,3,Others
16362,30,4,647.97,4,4,3,Loyal Customers
16136,30,3,540.54,4,3,3,Loyal Customers
16561,30,2,490.96,4,2,3,Others
17119,30,2,519.45,4,2,3,Others
17888,30,8,451.56,4,5,3,Loyal Customers
12824,30,1,303.56,4,1,2,Others
13919,30,2,227.31,4,3,2,Loyal Customers
14624,30,1,184.15,4,2,1,Others
13690,30,1,141.05,4,1,1,Others
16861,30,2,112.8,4,2,1,Others
17620,30,1,34,4,1,1,Others
13283,30,1,55.1,4,1,1,Others
12536,30,4,11974.03,4,4,5,Best Customers
17677,29,30,15304.14,4,5,5,Best Customers
18209,29,1,139.1,4,2,1,Others
14543,29,16,3598.97,4,5,5,Best Customers
12480,29,4,2988.17,4,4,5,Best Customers
14907,29,7,3240.46,4,5,5,Best Customers
13895,29,4,2359.27,4,4,5,Best Customers
17069,29,9,2393.6,4,5,5,Best Customers
16912,29,11,2422.94,4,5,5,Best Customers
12600,29,10,2479.78,4,5,5,Best Customers
12685,29,6,2555.24,4,5,5,Best Customers
12517,29,6,2207.67,4,5,5,Best Customers
14226,29,5,1933.05,4,4,5,Best Customers
14309,29,9,1951.97,4,5,5,Best Customers
17512,29,7,1816.91,4,5,5,Best Customers
17088,29,4,1852.49,4,4,5,Best Customers
17191,29,7,1891.46,4,5,5,Best Customers
16671,29,3,1692.27,4,3,4,Loyal Customers
16332,29,7,1475.92,4,5,4,Best Customers
13810,29,3,1478.85,4,3,4,Loyal Customers
14035,29,5,1371.67,4,4,4,Best Customers
17162,29,10,1440.5,4,5,4,Best Customers
12726,29,7,1243.5,4,5,4,Best Customers
17015,29,3,1130.74,4,3,4,Loyal Customers
14178,29,7,1148.06,4,5,4,Best Customers
17054,29,5,1068.25,4,4,4,Best Customers
13310,29,3,971.05,4,4,4,Best Customers
15608,29,4,866.36,4,4,4,Best Customers
12697,29,3,803.99,4,3,3,Loyal Customers
12985,29,2,835.16,4,2,4,Others
14446,29,4,767.76,4,4,3,Loyal Customers
15492,29,2,568.48,4,3,3,Loyal Customers
12384,29,2,578.63,4,3,3,Loyal Customers
14662,29,4,585.98,4,4,3,Loyal Customers
12589,29,2,600.2,4,2,3,Others
16460,29,3,524.9,4,4,3,Loyal Customers
16368,29,2,433.55,4,3,3,Loyal Customers
13557,29,2,435.02,4,3,3,Loyal Customers
15557,29,1,435.73,4,2,3,Others
17295,29,3,475.03,4,3,3,Loyal Customers
17052,29,1,323.39,4,2,2,Others
13732,29,1,339.04,4,2,2,Others
13727,29,2,287.7,4,3,2,Loyal Customers
16386,29,2,229.1,4,3,2,Loyal Customers
18014,29,1,162.22,4,1,1,Others
15692,29,1,166.92,4,1,1,Others
16433,29,1,166.93,4,1,1,Others
14789,29,1,169.2,4,2,1,Others
17730,29,13,4334.51,4,5,5,Best Customers
13178,27,11,5284.01,4,5,5,Best Customers
13603,27,1,83.5,4,2,1,Others
12867,27,7,2409.65,4,5,5,Best Customers
17838,27,6,2265.7,4,5,5,Best Customers
15021,27,9,1742.72,4,5,4,Best Customers
16711,27,5,1467.79,4,4,4,Best Customers
12935,27,7,1541.82,4,5,4,Best Customers
13450,27,6,1393.2,4,5,4,Best Customers
12865,27,2,1402.47,4,3,4,Loyal Customers
15411,27,4,1274.17,4,4,4,Best Customers
16726,27,5,1165.56,4,4,4,Best Customers
16571,27,3,1106.27,4,3,4,Loyal Customers
14487,27,6,1056.12,4,5,4,Best Customers
17720,27,4,1062.06,4,4,4,Best Customers
17287,27,7,937.36,4,5,4,Best Customers
13984,27,6,886.89,4,5,4,Best Customers
15787,27,3,800.21,4,4,3,Loyal Customers
17041,27,3,758.77,4,3,3,Loyal Customers
16416,27,4,784.25,4,4,3,Loyal Customers
16560,27,2,681.41,4,3,3,Loyal Customers
15449,27,3,698.8,4,4,3,Loyal Customers
16438,27,5,718,4,4,3,Loyal Customers
14499,27,3,663.63,4,4,3,Loyal Customers
14882,27,2,589.7,4,2,3,Others
14044,27,4,597.9,4,4,3,Loyal Customers
14788,27,2,565.5,4,3,3,Loyal Customers
15599,27,2,457.74,4,3,3,Loyal Customers
16898,27,4,420.68,4,4,3,Loyal Customers
16015,27,3,375.8,4,3,2,Loyal Customers
14382,27,1,319.2,4,1,2,Others
13379,27,3,349.59,4,4,2,Loyal Customers
13892,27,3,303.05,4,4,2,Loyal Customers
12508,27,2,312.03,4,3,2,Loyal Customers
15429,27,3,252.34,4,3,2,Loyal Customers
16930,27,3,270.67,4,4,2,Loyal Customers
14784,27,2,242.59,4,2,2,Others
13146,27,1,196.45,4,1,1,Others
14661,27,1,107.1,4,1,1,Others
13170,27,1,57.55,4,2,1,Others
16720,27,1,59.67,4,2,1,Others
14227,27,9,3026.04,4,5,5,Best Customers
14680,26,16,27666.44,4,5,5,Best Customers
15863,26,2,67.67,4,3,1,Loyal Customers
15125,26,17,10565.58,4,5,5,Best Customers
13767,26,38,16518.91,4,5,5,Best Customers
15694,26,15,6302.86,4,5,5,Best Customers
12428,26,9,7044.96,4,5,5,Best Customers
16303,26,4,5069.63,4,4,5,Best Customers
17652,26,12,4292.68,4,5,5,Best Customers
14530,26,6,2533.75,4,5,5,Best Customers
15033,26,10,2199.13,4,5,5,Best Customers
15365,26,8,2229.8,4,5,5,Best Customers
15572,26,7,2265.62,4,5,5,Best Customers
13021,26,10,2301.76,4,5,5,Best Customers
15058,26,11,1898.93,4,5,5,Best Customers
17663,26,7,1695.47,4,5,4,Best Customers
15532,26,4,1497.51,4,4,4,Best Customers
14418,26,3,1448.39,4,4,4,Best Customers
15050,26,3,1448.92,4,3,4,Loyal Customers
12762,26,2,1449.24,4,2,4,Others
15203,26,6,1299.7,4,5,4,Best Customers
15660,26,8,1331.1,4,5,4,Best Customers
17744,26,6,1171.54,4,5,4,Best Customers
12689,26,2,1152.71,4,3,4,Loyal Customers
17044,26,2,949.93,4,2,4,Others
14684,26,5,993.19,4,4,4,Best Customers
12642,26,3,896.66,4,3,4,Loyal Customers
18263,26,3,832.48,4,3,4,Loyal Customers
17566,26,2,742.52,4,3,3,Loyal Customers
13835,26,4,722.27,4,4,3,Loyal Customers
14862,26,2,620.76,4,3,3,Loyal Customers
12374,26,1,649.75,4,1,3,Others
17235,26,2,534.86,4,3,3,Loyal Customers
18211,26,5,522.79,4,4,3,Loyal Customers
18082,26,1,523.16,4,1,3,Others
14904,26,2,399.48,4,2,2,Others
14910,26,4,403.77,4,4,2,Loyal Customers
16207,26,1,372.08,4,1,2,Others
15781,26,3,325.9,4,3,2,Loyal Customers
17081,26,2,285.86,4,3,2,Loyal Customers
16504,26,1,297.9,4,2,2,Others
14902,26,1,281.18,4,1,2,Others
14953,26,1,230.2,4,2,2,Others
16936,26,1,233.37,4,1,2,Others
17793,26,1,235.19,4,1,2,Others
16478,26,3,249.8,4,4,2,Loyal Customers
16519,26,2,206.58,4,2,1,Others
14494,26,1,129.6,4,1,1,Others
18117,26,1,143.53,4,1,1,Others
15168,26,1,99.6,4,2,1,Others
15458,26,1,123,4,1,1,Others
17538,26,1,46.6,4,1,1,Others
12938,26,1,63.62,4,1,1,Others
13694,26,49,50531.73,4,5,5,Best Customers
12415,25,22,110380.91,4,5,5,Best Customers
14714,25,1,77.85,4,2,1,Others
15955,25,13,4016.98,4,5,5,Best Customers
16240,25,2,3452.36,4,2,5,Others
13435,25,7,3470.29,4,5,5,Best Customers
13735,25,5,2696.6,4,4,5,Best Customers
17220,25,14,2766.7,4,5,5,Best Customers
16156,25,11,2909.74,4,5,5,Best Customers
18259,25,3,2338.6,4,4,5,Best Customers
15628,25,9,2480.96,4,5,5,Best Customers
13632,25,5,1967.61,4,4,5,Best Customers
17086,25,6,1583.88,4,4,4,Best Customers
16341,25,4,1671.35,4,4,4,Best Customers
13949,25,6,1677.72,4,5,4,Best Customers
13614,25,4,1482.44,4,4,4,Best Customers
14544,25,2,1517.94,4,2,4,Others
12684,25,7,1555.13,4,5,4,Best Customers
12950,25,2,1365.2,4,3,4,Loyal Customers
17861,25,6,1452.21,4,5,4,Best Customers
12676,25,6,1212.01,4,5,4,Best Customers
14533,25,7,1103.66,4,5,4,Best Customers
13692,25,3,1136.12,4,4,4,Best Customers
13455,25,2,1016.54,4,3,4,Loyal Customers
12877,25,12,1032.2,4,5,4,Best Customers
13410,25,5,962.5,4,4,4,Best Customers
13846,25,3,787.9,4,4,3,Loyal Customers
14522,25,4,826.88,4,4,4,Best Customers
12883,25,4,668.97,4,4,3,Loyal Customers
13236,25,2,615.37,4,3,3,Loyal Customers
17540,25,2,578.9,4,3,3,Loyal Customers
17974,25,3,593.7,4,3,3,Loyal Customers
12933,25,3,532.58,4,4,3,Loyal Customers
15720,25,1,541.08,4,1,3,Others
15582,25,3,553.55,4,4,3,Loyal Customers
18043,25,3,487.67,4,3,3,Loyal Customers
17777,25,3,497.94,4,3,3,Loyal Customers
15524,25,1,440,4,1,3,Others
17564,25,3,454.01,4,4,3,Loyal Customers
14725,25,1,430.23,4,2,3,Others
17357,25,2,366.46,4,3,2,Loyal Customers
13066,25,2,368.65,4,3,2,Loyal Customers
18123,25,2,332.6,4,3,2,Loyal Customers
12890,25,1,344.64,4,2,2,Others
18181,25,1,345.74,4,1,2,Others
16423,25,1,315.64,4,2,2,Others
17510,25,1,252.56,4,1,2,Others
16557,25,2,281.85,4,3,2,Loyal Customers
13026,25,5,226.9,4,4,2,Loyal Customers
15758,25,1,205.25,4,2,1,Others
15556,25,1,210.55,4,2,2,Others
17153,25,1,188.28,4,1,1,Others
14666,25,1,151.75,4,1,1,Others
15419,25,1,49.7,4,2,1,Others
13777,25,33,25887.88,4,5,5,Best Customers
12731,24,12,17613.41,4,5,5,Best Customers
17549,24,1,47.7,4,2,1,Others
14057,24,17,5201.56,4,5,5,Best Customers
13102,24,24,5510.15,4,5,5,Best Customers
12626,24,11,5902.92,4,5,5,Best Customers
14426,24,11,3920.61,4,5,5,Best Customers
17602,24,7,4002.38,4,5,5,Best Customers
12500,24,11,4248.58,4,5,5,Best Customers
15805,24,16,4692.18,4,5,5,Best Customers
16717,24,7,3394.88,4,5,5,Best Customers
12662,24,12,3423.68,4,5,5,Best Customers
17377,24,20,3673.42,4,5,5,Best Customers
14092,24,14,3780.59,4,5,5,Best Customers
14286,24,3,3293.01,4,4,5,Best Customers
15687,24,9,2753.98,4,5,5,Best Customers
14626,24,5,2595.91,4,4,5,Best Customers
13285,24,4,2168.36,4,4,5,Best Customers
18075,24,10,2246.17,4,5,5,Best Customers
13297,24,4,2064.35,4,4,5,Best Customers
18167,24,3,1384.86,4,3,4,Loyal Customers
17368,24,9,1426.82,4,5,4,Best Customers
14507,24,6,1266.42,4,5,4,Best Customers
17596,24,7,1333.3,4,5,4,Best Customers
16669,24,2,1162.62,4,2,4,Others
16245,24,3,1124.66,4,3,4,Loyal Customers
